,car_id,name,amount,region,condition,mileage
1094,aq4nO12AUJwkwROxoibyTQH9,Honda Accord 2007 Silver, 1417500,"Rivers State, Port-Harcourt",Nigerian Used,227378 
1095,2DKJwQLlf16AdXQKTK1v4Hc2,Peugeot 406 2008 Blue, 1575000,"Abuja (FCT), Mararaba",Nigerian Used,Nigerian Used
1096,uPKp8syVUcJPrVsTstkFeHXA,Toyota Camry 2008 Gray, 3150000,"Lagos State, Ikeja",Nigerian Used,223830 
1097,3bG8lPqs740HW7keCsTiNBby,Ford Explorer 2016 Black, 10996875,"Abuja (FCT), Wuse",Nigerian Used,81208 
1098,8TyayNknNG43fiOQY2ZLaK0o,Nissan Sentra 2007 Gray, 1102500,"Oyo State, Ibadan",Nigerian Used,88500 
1099,uZwEEz2zgWQOp6qe0kyuTJQc,Toyota Camry 2008 Blue, 2625000,"Oyo State, Ibadan",Nigerian Used,145650 
1100,i5Bxp6nnmy3SlSsoK4vgUxZL,New Toyota Corolla 2015 Black, 6300000,"Abuja (FCT), Mararaba",Brand New,152062 
1101,sKv1mq5Py5j8POgMAfuB0pcg,Toyota Sienna 2008 White, 4680000,"Lagos State, Alimosho",Nigerian Used,199252 
1102,oyVdrG3gCXNU66IhtRQ1k0AS,Honda Accord 2011 Black, 1837500,"Oyo State, Ibadan",Nigerian Used,229826 
1104,wpYcyHrcpfkco11z5j6uyWki,Jeep Grand Cherokee 2005 Red, 3570000,"Lagos State, Ikorodu",Foreign Used,264493 
1105,hDMyqQYdmgnO0zOmkmwC9qGg,Honda Accord 2008 Gray, 1522500,"Abuja (FCT), Lugbe District",Nigerian Used,214252 
1106,wVwgbyX5w4I4ReFOEhw09DvF,Toyota Land Cruiser Prado 2018 Silver, 34320000,"Lagos State, Lekki",Nigerian Used,73118 
1107,sAW1dnn1WUk73paltk8nBm0P,Lexus RX 330 2004 Gold, 4305000,"Lagos State, Ojodu",Nigerian Used,203707 
1108,UYw571sKM3rPGwm4HrcWcQ6,Toyota Camry 2004 Silver, 2600000,"Abuja (FCT), Jabi",Nigerian Used,159889 
1109,7vhz5UiCoftPo1Lpx4wPttt4,Toyota Sienna 2004 Silver, 2625000,"Lagos State, Ogba",Nigerian Used,263677 
1110,BbbZEmvAuEzRwjrHYD9ZIBIC,Toyota Solara 2001 Black, 2100000,"Abuja (FCT), Jabi",Nigerian Used,207391 
1111,AYtkG3K5ptOTquGLxjpr7sz,Toyota RAV4 2003 Green, 1680000,"Lagos State, Ojodu",Nigerian Used,195790 
1112,rBNXVd6FBUvY3NLfaZcaZ8h8,BMW 3 Series 2008 Gray, 2625000,"Lagos State, Alimosho",Nigerian Used,222000 
1113,3nXCajmzc70ZKtQxi65XXXGr,Honda Accord 2005 Silver, 1560000,"Lagos State, Alimosho",Nigerian Used,1 
1114,n0GbXhkVbzaUUFCfEf16uh6l,Hyundai Sonata 2002 White, 1260000,"Lagos State, Ojodu",Nigerian Used,853253 
1115,wI5WkwtumQdPm9sIIPaaNZg5,Acura TL 2011 Red, 4680000,"Abuja (FCT), Jabi",Nigerian Used,325818 
1116,7IrUZOA201Bt5IAL1Fxuh3mh,Toyota Corolla 2006 Gray, 2268000,"Abuja (FCT), Mararaba",Nigerian Used,248327 
1117,qix10UzKr6VtQTHAMzyn4vEk,Mercedes-Benz C180 2001 Blue, 1785000,"Abuja (FCT), Mararaba",Nigerian Used,385180 
1118,x2PNdY4KFanzNMKgQHrIOHEp,Suzuki Sx4 2007 White, 2100000,"Lagos State, Ikeja",Nigerian Used,197739 
1119,7vZ6XWhQ4DdlgxIZshHA4DXC,Lexus ES 2004 Black, 2415000,"Lagos State, Yaba",Nigerian Used,186203 
1120,37OsfgWlEt2WufIVpOdDxVPG,Peugeot 307 2006 Gray, 1560000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,284640 
1121,iyyLEp0lgqC3lZg9WlWl72Sd,Mercedes-Benz C350 2011 Silver, 4578750,"Lagos State, Amuwo-Odofin",Nigerian Used,132911 
1122,9ZaxoA9LK9FbRouOjsWAkD6z,Toyota Venza 2010 Gray, 8320000,"Lagos State, Ojodu",Nigerian Used,425969 
1123,cCVZaHY58KvzZskB3jKdd56r,Nissan Sentra 2.0 SL 2009 Black, 1312500,"Lagos State, Isolo",Nigerian Used,112337 
1124,hTC8yivmApGFlkwQpyUGklkC,Mercedes-Benz GLK-Class 2010 White, 10192000,"Lagos State, Ikorodu",Nigerian Used,149061 
1125,gsvrOwpXkQlDxtawslhJWtVi,Lexus IS 2007 Black, 3360000,"Ogun State, Ado-Odo/Ota",Nigerian Used,283198 
1126,yBuu7lkeVJGxNYxzwpepnwp3,Toyota Camry 2012 Black, 5250000,"Lagos State, Ikeja",Nigerian Used,159415 
1127,aihyYaq5JDo6bmChswixXgBo,Nissan Sunny 2010 Black, 1155000,"Rivers State, Port-Harcourt",Nigerian Used,137637 
1128,wJLJ5JnEx8iq9jOH1xttQQKT,Toyota Camry 2008 Black, 3675000,"Abuja (FCT), Kubwa",Foreign Used,135160 
1129,cSHeJL070W40kKm3zrRbvRHd,Toyota Corolla 2008 Silver, 2625000,"Lagos State, Ikorodu",Nigerian Used,123252 
1130,1892ZpY7vhQhDlwDwD4yGEct,Toyota Corolla LE 2006 Gold, 1470000,"Akwa Ibom State, Uyo",Nigerian Used,72186 
1131,dDtB4Y0gXFfk57sNl96Wp0Ta,Toyota Sienna 2000 Green, 1470000,"Lagos State, Kosofe",Nigerian Used,224299 
1132,u4u2jfeDLM9NJHmKrr1vdUqw,Honda Accord 2008 Black, 2912000,"Lagos State, Ifako-Ijaiye",Nigerian Used,111144 
1133,zkCRF2nBaJVJv5vVEau99IgU,Scion tC 2006 Blue, 1575000,"Oyo State, Ibadan",Nigerian Used,159858 
1135,2UdKsyPWNduy9HbUsN3jVOU2,Hyundai Sonata 2008 Silver, 2652000,"Abuja (FCT), Lugbe District",Nigerian Used,169705 
1136,2wMriLznKSFexVZVDg2HhndJ,Honda Accord 2008 Red, 2100000,"Ogun State, Ado-Odo/Ota",Nigerian Used,173886 
1137,Bz2LnaGdkYiIuM1BO32muEfJ,Volkswagen Tiguan 2010 Black, 2310000,"Lagos State, Mushin",Nigerian Used,109928 
1138,xgruDmTnjJo7jvcTrkAmKdX3,Honda Accord 2007 Gray, 2080000,"Ogun State, Ado-Odo/Ota",Nigerian Used,386843 
1139,rtMG4q4zZESVQFxtpboLUbo0,Toyota Camry 2003 Brown, 1470000,"Delta State, Oshimili South",Nigerian Used,272321 
1140,2Nn5b0rywrbFw2lnavJEjVDE,Kia Optima 2013 Gray, 2625000,"Lagos State, Yaba",Nigerian Used,125356 
1141,icQHZpJMkKIZLudO0j1SdQHJ,Nissan Almera 2012 Black, 3150000,"Lagos State, Ajah",Nigerian Used,115061 
1142,cCH03XX470U9RuuEpagFVsnV,Toyota Land Cruiser Prado 2010 Gray, 11340000,"Lagos State, Victoria Island",Nigerian Used,186197 
1143,8Y0UA3ZMjwR8eTPufAlVZth,Honda Accord 2004 Gray, 1560000,"Abuja (FCT), Kubwa",Nigerian Used,610465 
1144,v9wNdeVR2P5dI3DU49AiwivF,Mercedes-Benz C300 2008 Gray, 4576000,"Abuja (FCT), Lugbe District",Nigerian Used,251221 
1145,r8aSW7Y13YzyhbEeXwhAwrAl,Toyota Sienna 2003 Green, 1470000,"Lagos State, Ikeja",Nigerian Used,196027 
1146,avMm90mzksVBzgmhw7jHj8MM,Lexus IS 2007 Black, 2625000,"Lagos State, Isolo",Nigerian Used,107289 
1147,uRjxbGUfl9tO4uYnw0CVIG2I,Toyota Camry 2004 Gray, 1932000,"Lagos State, Ojodu",Nigerian Used,293604 
1148,iPkV8jo8dVxyuJsdK3j81MVF,Nissan Murano 2006 Gray, 1625625,"Abuja (FCT), Wuse",Nigerian Used,52856 
1149,kSY9NTGwGCvWkWKqBIjX8GAj,New Suzuki S-Presso 2022 Silver, 10290000,"Lagos State, Ilupeju",Brand New,Nigerian Used
1150,u35nJBgfimR9DA03u3eohD2r,Peugeot 406 2.0 HDi ST 2004 Black, 2600000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,124436 
1151,zX6ZG5dNBE6v7hAPdy72Qqb5,Toyota Camry 2000 Black, 1560000,"Abuja (FCT), Mararaba",Nigerian Used,293060 
1152,5iMKgQb9Tzb424157s7jZVWJ,Peugeot 406 1998 Blue, 1732500,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,160932 
1153,hkItnBttnHfdaxZblTwcoeO3,Toyota Corolla 2004 Blue, 2625000,"Rivers State, Port-Harcourt",Nigerian Used,234221 
1154,kgRytdz2iISezoImjvDXcdQc,Honda Accord 2008 Blue, 2231250,"Lagos State, Ajah",Nigerian Used,160631 
1157,12PkogUeAiKPCcSMFx76R4An,Toyota Tacoma 2005 Black, 7800000,"Oyo State, Ibadan",Nigerian Used,92155 
1158,xwsL7cJaF0EDGIIBQcerJNcm,Toyota Highlander 2002 Red, 2205000,"Lagos State, Lekki",Nigerian Used,320416 
1159,nN7FhJx5mmW75RmDqCrffvur,Honda Pilot 2005 Black, 1470000,"Lagos State, Ilupeju",Nigerian Used,136810 
1160,pAUFIkGwiz756VLCgW3njig5,Toyota Venza V6 2009 Red, 4200000,"Abuja (FCT), Garki 2",Nigerian Used,123495 
1161,avOJVqvMUyYibbvYG2VeeSJr,Toyota Corolla 2014 Black, 5775000,"Lagos State, Ojodu",Nigerian Used,112589 
1162,5Prblx08ykKj64dQJhxxYEDC,Mercedes-Benz CLA-Class 2016 Red, 7287000,"Lagos State, Lekki",Nigerian Used,149364 
1163,wPrmL2IDbY6F2MHSYyDMylMD,Toyota Camry 2011 Silver, 4200000,"Lagos State, Ojodu",Foreign Used,486091 
1164,6uHTHJ0Ru0bbC2zGlL0L16ub,Honda Civic 2006 Silver, 1785000,"Ondo State, Akure",Nigerian Used,187885 
1165,rKJeR203TdkMZuwIE4FiSdZV,Mazda 323 2002 Silver, 2310000,"Ogun State, Ado-Odo/Ota",Foreign Used,336282 
1166,BKvlhT9RXYP4knSGNVt7NtnQ,BMW X3 2007 Black, 2940000,"Abuja (FCT), Lugbe District",Nigerian Used,212141 
1167,szPO1Odxa6E61EPb18Pfxpqw,Land Rover Range Rover 2007 White, 2625000,"Lagos State, Lekki",Nigerian Used,154017 
1168,bycx4ho4I22BEiU85nXRv0aD,Land Rover Range Rover Evoque 2012 White, 6300000,"Lagos State, Surulere",Nigerian Used,68289 
1169,cjJgPXhw3Q0aJ1iBNjIDqXxG,Toyota Camry 2006 Silver, 3120000,"Abuja (FCT), Kubwa",Nigerian Used,194295 
1170,yrAgw6vy6gMa5bOTUV42MczZ,Nissan Almera 2000 Green, 1155000,"Oyo State, Ibadan",Nigerian Used,275045 
1171,b6beW9cBd2k1j9Rf0MJZPb0o,Nissan Sentra 2.0 SL 2008 Black, 2625000,"Lagos State, Ikeja",Foreign Used,203744 
1172,8nHdPMtiaAOC21iqjeFsY9yJ,Mercedes-Benz GLK-Class 2015 Blue, 9880000,"Lagos State, Lekki",Nigerian Used,80729 
1173,x47q54YqCKe0oobErCyT2mQy,Mazda MPV 2005 Gold, 1470000,"Lagos State, Alimosho",Nigerian Used,331192 
1174,5tbf0cw9TRcVgo4vwCkuYDNr,Toyota Highlander Sport 2009 Silver, 10400000,"Lagos State, Yaba",Foreign Used,142598 
1175,68AdUn01TPwc4hVAN7LA3wnv,Audi A6 2006 Gray, 2520000,"Lagos State, Ogba",Nigerian Used,280820 
1176,3uBmCHfxQ0Ws71QZdxg3pwkZ,Acura MDX 2005 White, 1575000,"Abuja (FCT), Katampe",Nigerian Used,12382065 
1177,dcJ5W2lc4pEBnQHRc0jzfXIq,Mercedes-Benz E350 2007 Blue, 1680000,"Abuja (FCT), Gwarinpa",Nigerian Used,179601 
1178,5WXh8RBTxmyjfzYtt3l5IW8A,Toyota Camry 2009 Black, 2625000,"Lagos State, Ifako-Ijaiye",Nigerian Used,204666 
1179,2P32GBvvik94pCFOdNjnSlk2,Suzuki Grand 2006 Gray, 2835000,"Lagos State, Victoria Island",Nigerian Used,51402 
1180,1hHTMCCupcjPZp5QJVAb4eBY,Toyota RAV4 2.4 2008 Gray, 4056000,"Anambra State, Onitsha",Nigerian Used,28971 
1181,BShAYzwGJ79rU9kpZgVVEzzP,Toyota Camry 2005 Gold, 2142000,"Lagos State, Surulere",Nigerian Used,299361 
1182,p0nmZklXHdchpBczdVCsYUWY,Hyundai Accent 2005 Silver, 1260000,"Abuja (FCT), Jabi",Nigerian Used,227912 
1183,aJjqXRtLNi3rtCnJDKXW3jd4,Lexus RX 350 2007 Silver, 6300000,"Lagos State, Ilupeju",Foreign Used,125939 
1184,p2wnC5Covzc2syedfqbnCBqr,Volkswagen Golf 2007 White, 1974000,"Lagos State, Surulere",Nigerian Used,132785 
1185,oNoBzspifYgmyf5p15UKdaoM,Toyota Sienna 2003 Brown, 1470000,"Lagos State, Ojodu",Nigerian Used,39012 
1186,icjun9LrRpAarPIhLRcK5YJT,Toyota Camry 2003 Red, 1575000,"Abuja (FCT), Jabi",Nigerian Used,330055 
1187,jYYLV5ce6iXPruj85TFZxGYU,Ford Edge 2008 Blue, 3150000,"Lagos State, Ogudu",Nigerian Used,221957 
1188,3vI0kZ4L4GwfeJMv038YCZ2X,New Suzuki Dzire 2022 Gold, 12642000,"Lagos State, Ilupeju",Brand New,Foreign Used
1189,q4jJsCa8hu4HOqfACMvnpj2a,Honda Civic 2012 Gray, 3885000,"Abuja (FCT), Wuse",Foreign Used,132977 
1190,hDk4xVVYZQh7myLGGfkXetAa,Toyota Camry 2007 Silver, 3328000,"Ogun State, Ado-Odo/Ota",Nigerian Used,349962 
1191,ah2Iyyb6T75AUd5cVFbiKhkN,Hyundai Elantra 2010 Gray, 2415000,"Lagos State, Yaba",Nigerian Used,206463 
1192,34GtJr7wsZyydqZJHVySoow8,Honda Accord 2005 White, 1470000,"Lagos State, Alimosho",Nigerian Used,359460 
1193,hyWnOOtHj0ycLsszErJK6X3g,Mazda 626 2006 Silver, 1680000,"Abuja (FCT), Wuse",Nigerian Used,246221 
1194,iymJ1RoP1K0xcnmWOLy0Wgbn,Nissan Almera 2013 Red, 2625000,"Lagos State, Ojodu",Nigerian Used,188275 
1195,5xBgVktJUM6Q7GRoFqp8meRY,Toyota Camry 2010 Gray, 4326400,"Lagos State, Amuwo-Odofin",Nigerian Used,157913 
1196,yDQ24TyWHllO22DAAylBlYnU,Toyota Corolla 1.8 TS 2005 Blue, 2100000,"Lagos State, Ikorodu",Nigerian Used,346770 
1197,fGYgDBcKW8kHfvljHrcZku2A,Toyota Camry 2007 Black, 2835000,"Abuja (FCT), Garki 2",Nigerian Used,262422 
1198,aS1N4Sj8cQZBUbojHPPy8EFT,Toyota Corolla 2010 Black, 3066000,"Lagos State, Ikorodu",Nigerian Used,217167 
1199,zXkNzm8zxnxOtFH0ZtHuL5fy,Toyota Avensis 2007 Black, 1848000,"Lagos State, Ilupeju",Nigerian Used,219491 
1201,2IKNvWgHttLdqbxDavG57KpK,Toyota Camry 2008 Gray, 3328000,"Abuja (FCT), Gwarinpa",Nigerian Used,209982 
1202,q2SA0vq42dtcOGlawQSKvEfq,Toyota Corolla 2014 Silver, 7800000,"Abuja (FCT), Garki 2",Foreign Used,137041 
1203,wOAQeP0nx20eb2vr96ixDXis,BMW X5 2004 Gray, 1365000,"Abuja (FCT), Wuse",Nigerian Used,189806 
1204,zzbrszNmAtyPIfym08WmYOGO,Toyota RAV4 2005 Green, 3016000,"Ogun State, Ado-Odo/Ota",Nigerian Used,129141 
1205,1srIwy7oipY4yV5A2aNeaGAS,Mercedes-Benz C180 2005 Silver, 1785000,"Lagos State, Apapa",Nigerian Used,Foreign Used
1206,u6dn5wyP8DZWmRhCqGlF0Dgp,Volkswagen Golf 1999 Silver, 1522500,"Oyo State, Ibadan",Foreign Used,189999 
1207,5bENN7TNG2THk63nNAFVEIXX,Toyota Sienna 2004 Green, 3380000,"Abuja (FCT), Garki 2",Nigerian Used,238469 
1208,85HhsAPDQIUkBSerzIDWXhkT,Nissan Sentra 2.0 SL 2010 Green, 1732500,"Lagos State, Ikeja",Nigerian Used,292066 
1209,348MWd8WAgUFMDRfuV10kxb1,Toyota Camry 2006 Silver, 2808000,"Abuja (FCT), Wuse",Nigerian Used,153575 
1210,kqibqaHtEyrGf2TObx1sC6th,Kia Cerato 2014 Silver, 4992000,"Rivers State, Port-Harcourt",Nigerian Used,74843 
1211,53p6cLa3SHFnToYuomlcgs1A,Toyota RAV4 2003 Silver, 1764000,"Abuja (FCT), Mararaba",Nigerian Used,195556 
1212,gmp0ClzHsu96Eu9ilg1pYJ0Q,Peugeot 406 2008 Blue, 1575000,"Abuja (FCT), Mararaba",Nigerian Used,Nigerian Used
1213,r8pZeR3bmsp4XqpPT3LwKx3B,Volkswagen Touareg 2006 Silver, 2310000,"Lagos State, Surulere",Nigerian Used,301019 
1214,d1ehagMNamtQIhSda2eOWc80,Toyota Corolla 2004 Gold, 2912000,"Lagos State, Ogba",Nigerian Used,298033 
1215,Bi9b4Kyz9WUixDM0dVWjV6iJ,Volkswagen Passat 2009 Gray, 2025000,"Abuja (FCT), Jabi",Nigerian Used,274600 
1216,yKB3InEZSDJBzTpobM3hbCiD,Infiniti FX35 2004 Black, 1575000,"Lagos State, Alimosho",Nigerian Used,345401 
1217,CrrKkj8DokuLpr62DmpLId6N,Hyundai Santa Fe 2013 Gray, 13520000,"Oyo State, Ibadan",Foreign Used,120674 
1218,mP09zKg3ZAg9rnmLL9vRAzGC,Ford Edge 2008 Blue, 1575000,"Oyo State, Ibadan",Nigerian Used,212774 
1219,6iJH3CrbAPC8EKHyDzbtU6Fe,Mercedes-Benz C280 2007 Silver, 1837500,"Lagos State, Alimosho",Nigerian Used,265861 
1220,z7yrPRhgt5cYIMGcJxDwWxWE,BMW 535i 2010 Black, 4095000,"Abuja (FCT), Wuse",Nigerian Used,148938 
1221,8kO8vIlDUL9hwq4UQF59IOGr,Toyota Camry 2002 Black, 2080000,"Lagos State, Alimosho",Nigerian Used,142548 
1222,wEYO9AcPGcpS7gTEcr5paJvW,New Suzuki Ertiga 2022 Silver, 17542000,"Lagos State, Ilupeju",Brand New,Nigerian Used
1223,Bxsfi5xStW2kPypyMlP9eBU9,Toyota Camry 2006 Silver, 3328000,"Ogun State, Ado-Odo/Ota",Nigerian Used,305177 
1224,ieyBEvnx8YfLIfOs6oRcXSWb,Mercedes-Benz C300 2008 White, 2940000,"Abuja (FCT), Jabi",Nigerian Used,Nigerian Used
1225,bbxgKqZ8cNRW23DluqDumyl8,Mercedes-Benz E350 2014 Black, 6750000,"Rivers State, Port-Harcourt",Nigerian Used,97463 
1226,dRMdf282mEN2AFl9ROS0QYcu,Honda Accord 2007 Gray, 2812500,"Lagos State, Ojodu",Nigerian Used,257626 
1227,54RJK3qGZEr5RVbqxmSac0nY,Toyota Camry 2002 Gray, 1560000,"Lagos State, Ilupeju",Nigerian Used,149905 
1228,g96fgx5i0NiU1eNEFDi8xqMj,BMW 7 Series 2005 Black, 2100000,"Lagos State, Lekki",Nigerian Used,Nigerian Used
1229,oCaXlzV8zUHJxg94IWVxcI3Y,Mercedes-Benz C320 1998 Silver, 1260000,"Kaduna State, Kaduna / Kaduna State",Nigerian Used,160932 
1230,bq1RLdPkffYyCM6JK8WLHmb2,Honda Accord 2006 Silver, 1768000,"Lagos State, Ifako-Ijaiye",Nigerian Used,163454 
1231,JEqwTH0A77I8QhyI05vSdUE,Mercedes-Benz C180 2003 Silver, 1260000,"Edo State, Benin City",Nigerian Used,10112 
1232,dXFqj1MjcHHSFcyByhjNRWYC,Toyota Camry 2007 Green, 4056000,"Lagos State, Alimosho",Nigerian Used,162752 
1233,dcgzMF5iJ2orV5XhvILJWBpA,Mercedes-Benz M Class ML 350 2005 Silver, 1050000,"Rivers State, Port-Harcourt",Nigerian Used,142314 
1234,z2Pw3AEQrDLqvG24z7oBAALb,Toyota Corolla 2005 Blue, 1785000,"Lagos State, Ikorodu",Nigerian Used,123523 
1235,qiO4Y2iyeTFYdKvRJv30pwkH,Lexus GS 2007 Black, 2310000,"Lagos State, Lekki",Foreign Used,139592 
1236,cIYH6nxape9AwbcfA7EGUilm,Hyundai Sonata 2006 Red, 1365000,"Oyo State, Ibadan",Nigerian Used,248829 
1237,iOGeyZtca2ge4C77uEk0Ij9x,Mazda 3 2006 Red, 2025000,"Lagos State, Isolo",Nigerian Used,276347 
1239,deCsOUxtSaeYXruyr67r0UrD,Toyota Camry 2004 Black, 1890000,"Lagos State, Ogba",Nigerian Used,380058 
1240,yvXsPL6qIB4yDcQ42lLUNJgc,Toyota Camry 2007 Black, 2425500,"Lagos State, Yaba",Nigerian Used,140907 
1241,q1drukGPvrLiHfkm887CxkSN,New Suzuki Vitara 2022 Silver, 20090000,"Lagos State, Ilupeju",Brand New,Nigerian Used
1242,kN1Cgf13YgLEI4DO2ctdg51M,Peugeot 406 2002 Blue, 1207500,"Abuja (FCT), Katampe",Nigerian Used,172902 
1243,8uVHjHS9F5fUDMz2AplLyZdH,Toyota Camry 2007 Silver, 2415000,"Lagos State, Ajah",Nigerian Used,302180 
1244,dcxJLFr75i264pif4N2YhCbG,Mercedes-Benz GL-Class 2008 Black, 5200000,"Lagos State, Ajah",Nigerian Used,165731 
1246,UtdyCT6kLdFNFcyB3BM90GE,Honda Accord 2008 Black, 3016000,"Lagos State, Ikeja",Nigerian Used,248512 
1247,5mwOe1CSjgIvrgOpvfG10AoO,Toyota Matrix 2004 Black, 1365000,"Lagos State, Isolo",Nigerian Used,158790 
1248,kHkQByrzou4N2NMSiEUAp6Mo,Honda Odyssey 2006 Silver, 1552687,"Lagos State, Ojodu",Nigerian Used,145448 
1249,eM3rzGtF9O6RZ4dnhAGGQUjG,Toyota Avalon 2012 Silver, 3525375,"Lagos State, Lekki",Nigerian Used,80678 
1250,zse6Mhp6jKx7dB9fAMglpHnW,Toyota Highlander 2003 Blue, 3328000,"Abuja (FCT), Jabi",Nigerian Used,143995 
1251,B3ZoWNv6ajSATkFO9XBXNxMO,Honda Accord 2005 Gray, 1462500,"Oyo State, Ibadan",Nigerian Used,121000 
1252,8OWFhGgY4yPMmUYSZ3JAxEm,Toyota Corolla 2007 Gold, 2625000,"Lagos State, Ogba",Nigerian Used,341513 
1253,xdiUG0E12lr7HEmCzH4rvXAf,Peugeot 307 2005 Blue, 1456000,"Abuja (FCT), Kubwa",Nigerian Used,298986 
1254,w3Pe3g04YlZostG8TZAWusy7,Toyota Corolla 2004 Silver, 1785000,"Abuja (FCT), Mararaba",Nigerian Used,261892 
1255,7pc5DodxKDsf22hZ1PLvOW3h,Peugeot 407 2008 Black, 1680000,"Abuja (FCT), Jabi",Nigerian Used,203663 
1256,oMiS5oxBx2eCqp0oSHhSLOZd,Toyota Camry 2005 Silver, 1995000,"Abuja (FCT), Jabi",Nigerian Used,213378 
1258,wb4hzNNp8La8MYYvrdxoQ2Op,Honda Civic 2001 Brown, 1575000,"Abuja (FCT), Wuse",Nigerian Used,440806 
1259,m8RWOrhgiMUGXG2L1HtsV8Tl,Hyundai Elantra 2013 Gray, 5550000,"Lagos State, Mushin",Foreign Used,256515 
1262,sLbmbRQhtcIzZ0S8irtPdyJl,Ford Explorer 4.6 2003 Blue, 1575000,"Lagos State, Ifako-Ijaiye",Nigerian Used,Nigerian Used
1263,2zltJC6GWFe3vOtxUpxlJBXh,Toyota Corolla 2004 Silver, 2058000,"Abuja (FCT), Garki 2",Nigerian Used,334339 
1265,8QgoKq3jGKwByVGYMz7DcRC3,Honda Accord Crosstour 2011 Red, 3360000,"Lagos State, Lekki",Nigerian Used,271057 
1267,nfsOH0gtM374BIP79W8ogSCF,Infiniti G35 2008 Gray, 3150000,"Lagos State, Ojodu",Nigerian Used,245408 
1270,a6YDUTGpb2i4wmMU11OLzYFX,Honda Accord 2007 Gray, 1260000,"Lagos State, Ojodu",Nigerian Used,295086 
1272,baECPI22B3mB8WaQsrfCl5PP,Land Rover Range Rover 2004 Green, 2100000,"Lagos State, Ikorodu",Nigerian Used,158321 
1273,zZjuvHUxMEXb4MToCByddm7Z,Toyota Corolla 2007 Blue, 3432000,"Lagos State, Ogba",Nigerian Used,331432 
1274,C8k2EVdAPTFfcgD3ZG4NZ11A,Toyota Camry 2004 Blue, 2205000,"Lagos State, Ikorodu",Nigerian Used,160375 
1275,par038MTgdPYNI8Q4hTYOsj0,Toyota Camry 2012 Black, 4725000,"Lagos State, Ojodu",Nigerian Used,119322 
1276,w23J1fsIwV9p3L0LY2pnihtu,Toyota Camry 2008 Silver, 3640000,"Abuja (FCT), Jabi",Nigerian Used,90538 
1278,zQowaPu9PZxWtCcLpkXmatOQ,Mercedes-Benz M Class 2009 Gray, 5625000,"Oyo State, Ibadan",Nigerian Used,142000 
1279,nQfBIsWixBeq2DsWW0JliGqj,Kia Cerato 2010 Black, 2052750,"Abuja (FCT), Kubwa",Nigerian Used,163149 
1280,oO1BtfzXrrlFS3y6kJXtUBN4,Toyota Corolla 2005 Black, 2415000,"Lagos State, Ojodu",Nigerian Used,290495 
1282,zvr4YlamrjYsnuZMmpVjyV5c,Mercedes-Benz C230 2004 Black, 2100000,"Lagos State, Ikorodu",Nigerian Used,149562 
1284,hiyjhOpke00p7X2k0GGXerbJ,Honda Accord 2006 Gold, 2288000,"Abuja (FCT), Kubwa",Nigerian Used,143958 
1285,u4Cy493RGmQz45OyW2uSC1EO,Ford Edge SE 4dr FWD (3.5L 6cyl 6A) 2008 Black, 1819125,"Lagos State, Ikorodu",Nigerian Used,858902 
1286,9XBQvPJarhARvxerZpkoCXXu,Toyota Corolla 2005 Blue, 1890000,"Lagos State, Ogba",Nigerian Used,318639 
1287,eTLU6lVR3ZYfc5dde1fKYWdY,Lexus GX 2014 Silver, 17850000,"Lagos State, Ikoyi",Nigerian Used,88727 
1288,hNpasKyHxRtDgiuw5a9SW9Ee,Mercedes-Benz M Class 2005 Black, 1614375,"Lagos State, Ojodu",Nigerian Used,149328 
1289,oMy6UQNnSqQ872WR2WaHv3X3,Honda Accord 2008 White, 5200000,"Lagos State, Ojodu",Nigerian Used,562934 
1291,klfLF6YllRXF4fQOfvvOj6D3,Mercedes-Benz C400 2016 Black, 13387500,"Abuja (FCT), Katampe",Nigerian Used,143649 
1292,2ubKDdPnEmOhBT5JsOQd6oEF,Hyundai Accent 2014 Gray, 2572500,"Lagos State, Kosofe",Nigerian Used,60439 
1293,zog2DxxfisEpk0iOEY4BzpVl,Toyota Land Cruiser 2014 Black, 46800000,"Abuja (FCT), Wuse",Nigerian Used,144341 
1294,BKtBqVvU4mIub8SpgnW4qVVN,Mitsubishi Lancer 2009 Black, 2100000,"Lagos State, Ikorodu",Nigerian Used,164712 
1295,7pixnWMpdgs0RxVKuziNWmTt,Hyundai Accent 2014 Black, 4500000,"Lagos State, Lekki",Nigerian Used,86386 
1296,5vC4BuBKzMI7BZRjUDZX1LI7,Mercedes-Benz E500 2005 Gold, 2625000,"Lagos State, Ikorodu",Nigerian Used,124523 
1297,swgfihVRVr7D4TD5nPUjThR9,Toyota RAV4 2014 Black, 6232500,"Lagos State, Victoria Island",Nigerian Used,59888 
1299,wcCELVgvgzrBq0tc2Z926kXi,Lexus RX 400h 2008 Gray, 3675000,"Rivers State, Port-Harcourt",Nigerian Used,233062 
1300,gkRMDKWGRyR8g7nROWpAKQUJ,Honda CR-V 2.0i ES Automatic 2002 Blue, 1440000,"Abuja (FCT), Kubwa",Nigerian Used,153912 
1301,BKsQENCrqZ0l6G1jXVqisr1d,Toyota Sienna 2005 Gray, 2415000,"Lagos State, Ikorodu",Nigerian Used,420536 
